name,latitude,longitude,type,tel,cel,email,address
Mthimba Clinic,-25.131017,31.158128,Clinic,137983143,722057471,,Numbi Road
Murhotso Clinic,-24.566308,31.143783,Clinic,137956906,792985156,,
Naas CHC,-25.67126,31.862964,Community Health Clinic,137800655,827831954,,Stand No 824b
Aggeneys Clinic,-29.241417,18.842502,Clinic,054 983 2225,084 503 1422,,Havelock Street Aggeneys
Alexander Bay CHC,-28.596976,16.484835,Community Health Clinic,278311996,,,1 Hospital Street
Alexander Bay Clinic,-28.591738,16.489234,Clinic,027 8311 993,083 275 4224,,Sporrielaan Alexanderbaai
Alheit Satellite Clinic,-28.760685,20.53342,Satellite Clinic,,721089320,,
Askham CHC,-26.978369,20.783107,Community Health Clinic,545110005,,,Mainroad
Augrabies Satellite Clinic,-28.67398,20.426438,Satellite Clinic,544510174,820917248,,"Stoffel Str. 1, Augrabies"
Bankhara/Bodulong Clinic,-27.42083,23.38164,Clinic,,718566141,,Dipico Street
Beaconsfield Clinic,-28.757892,24.783981,Clinic,0538306627/21,,,"34 Rectory Street,"
Bendel Clinic,-26.99551,23.64706,Clinic,537751277,767918987,,Bendel Village
Bergsig/Max Shapiro Clinic,-29.65003,17.87546,Clinic,277122565,,,Waterkants Street
Betty Gaetsewe Clinic,-28.711611,24.711235,Clinic,538720220,836243134,,Tshwaragano
Boegoeberg (Brandboom) Clinic,-28.92776,22.12832,Clinic,548610000,783822976,,Kareeboom Street
Boichoko Satellite Clinic,-28.32211,23.045009,Clinic,533137300,722321200,,Lebo Masisi 1645
Bothetheletsa Clinic,-27.417881,23.81101,Clinic,053-775-1150,072-563-7803,,
Bothithong Clinic,-27.06435,23.82899,Clinic,537752177,724975059,,Bothithong Village
Brandvlei CHC,-30.462315,20.480018,Community Health Clinic,054-603-0017,,,Buitehant
Breipaal Clinic,-29.04467,23.76622,Clinic,532983874,846602234,,1261 Lilly Ave
Britstown Clinic,-30.584772,23.50046,Clinic,053 672 0060,,,Vanjaardtvelt
Bulletrap Satellite Clinic,-29.461667,17.765786,Satellite Clinic,027 713 8246,,,Maartblom Straat
Calvinia (Abraham Esau) Hospital,-31.462164,19.775133,District Hospital,027 731 6730,273418020,eolivier@cal.ncape.gov.za,Lang Street Concordia
Calvinia Clinic,-31.46447,19.768374,Clinic,027 3411 868,,,
Campbell Clinic,-28.800241,23.720942,Clinic,532979023,,,
Carnarvon CHC,-30.9656,22.13304,Community Health Clinic,533823036,,amostert@dencape.gov.za,Hospital Avenue
Carnarvon Clinic,-30.959284,22.128643,Clinic,053 382 4714,082 2977 039,,Van Wyksvlei Avenue
Carolusberg Satellite Clinic,-29.636581,17.949225,Satellite Clinic,277182740,829301985,,"Poskalon Street,"
Cassels CHC,-26.965549,23.990436,Community Health Clinic,537737268,767824898,,Cassel Chc
Catherine Koikoi Clinic,-27.955875,22.750626,Clinic,533310205,,,
Churchill Clinic,-27.27881,23.47783,Clinic,,718566140,,Churchill Village
Cillie Satellite Clinic,-28.73795,20.58302,Satellite Clinic,544311824,833019775,,"Alwynstreet 126, Cillie"
Concordia Clinic,-29.541792,17.947546,Clinic,027 731 6730,,,Lang Street Concordia
Danielskuil CHC,-28.182986,23.547435,Community Health Clinic,054 3840930,761511086,,Clinic Street
De Aar (Central Karoo) Hospital,-30.6591,24.007739,District Hospital,053 631 2123,083 248 9692,nhlomela@dehosp.ncape.gov.za,Visser Street
De Aar Clinic,-30.659331,24.003528,Clinic,053 631 2562,,,De Aar 7000
De Aar Town Clinic,-30.650438,24.010636,Clinic,053 632 9100,082 5700 813,,Amalia Street De Aar
De Beershoogte Clinic,-28.532377,24.514924,Clinic,535310895,,,Campbell Street
Deerward Clinic,-27.12556,23.61634,Clinic,537751130,,,
Delportshoop Clinic,-28.417501,24.307251,Clinic,535610639,,,"Hanekom Straat, Delportshoop"
Dingleton Clinic,-27.78566,22.983871,Clinic,537242042,732671336,,Kiewiet Street
Dithakong Clinic,-27.085608,23.92399,Clinic,,718566124,,
Ditshipeng Clinic,-26.951482,23.812121,Clinic,537752271,823091678,,Ditshipeng Village
Douglas (Hester Malan) CHC,-29.06054,23.767172,District Hospital,532982812,,,Bowker Street
Dr Torres Clinic,-28.662511,24.7154,Clinic,538731145,798980614,,"Raven Street 66, Pescodia"
Eksteenfontein Satellite Clinic,-28.825388,17.255423,Satellite Clinic,027 851 8615,,,1328 Straat
Ethembeni Clinic,-29.660246,22.727618,Clinic,533533179,823733637,,Makhosi Str
Eurekaville Clinic,-31.188262,24.947913,Clinic,498431022,,,Louisa Straat
Florianville (Floors) Clinic,-28.72261,24.760265,Clinic,053 8711 082 053 8711 046,,,Stokroos Street Squarehill Park Kimberley
Fraserburg CHC,-31.915232,21.511745,Community Health Clinic,237411226,,,Voortrekker Street
Gadiboe Clinic,-27.07591,23.29435,Clinic,537751213,727778337,,House No. 59e
Galeshewe Day Hospital,-28.727653,24.747021,Community Health Clinic,538022539,,,Tyson Road
Ganspan Clinic,-27.973456,24.767644,Clinic,534589398,,,Gert Lubbe Str.
Garies Clinic,-30.56584,17.98933,Clinic,027 652 1025,,,Namakwastreet
Gasehunelo Wyk 5 Clinic,-27.09567,23.54454,Clinic,537751210,,,
Glen Red Clinic,-26.972022,23.909812,Clinic,,83282443,,Glenred Village
Gong-Gong Satellite Clinic,-28.454005,24.368936,Satellite Clinic,,,,P. K. Gong Gong
Gordonia Hospital,-28.446582,21.264296,Regional Hospital,054 338 6100,,msteenkamp@uphosp.ncape.gov.za,Shroderstreet
Greenpoint Clinic,-28.78007,24.77181,Clinic,,794978833,,"67 Dutch Reformed Rd, Greenpoint, Kimberley"
Griekwastad (Helpmekaar) CHC,-28.843941,23.253186,Community Health Clinic,053 3430011,,,01 Moffat Street
Groblershoop CHC,-28.895127,21.980864,Community Health Clinic,548330231,823920901,,"Maritz St. 212, Groblershoop"
Groot Mier Satellite Clinic,-26.73932,20.320576,Satellite Clinic,,762368349,,
Grootdrink Satellite Clinic,-28.564151,21.749164,Satellite Clinic,547410024,,,Voorstraat 175
Hanover Clinic,-31.06752,24.4474,Clinic,053 643 0074,,,Mark Street
Hartswater (Connie Vorster) Hospital,-27.757152,24.813631,District Hospital,534740140,832305295,,N1 1 Hospital Str. Hartswater
Heuningvlei Clinic,-26.30514,23.13953,Clinic,537753155,,,
Holpan Satellite Clinic,-28.358554,24.641792,Satellite Clinic,,846606633,,
Hondeklipbaai Clinic,-30.31899,17.27886,Satellite Clinic,276923081,822122410,,"Sunnyside Street,"
Hopetown (Wege) CHC,-29.627544,24.088125,Community Health Clinic,053 203 0163,,,Cross Street Hopetown
Hopetown Clinic,-29.61791,24.101075,Clinic,053 2030 038,,,Oandblan Street
Ikhutseng Clinic,-28.130357,24.853987,Clinic,534975878,,,Stasieweg
Jan Kempdorp CHC,-27.92135,24.834031,District Hospital,534560126,,llock@ncpg.gov.za,Andalusia Straat 1
Jan Kempdorp Clinic,-27.92135,24.834031,Clinic,534560126,734660280,,01 Andalusia Street
Jan Witbooi Clinic,-27.593995,22.88669,Clinic,537910540,,,
Jerry Botha Clinic,-27.733445,24.801968,Clinic,,794978811,,Thagadiepelayang
Joe Slovo CHC,-30.564949,17.990263,Community Health Clinic,027 6528100,,jmaaran@uphospncape.gov.za,
Kagiso CHC,-27.406123,23.493163,Community Health Clinic,537731810,,,
Kakamas Clinic,-28.77969,20.62254,Clinic,544316304,828118300,,Hoffmeyer Avenue
Kakamas Hospital,-28.780787,20.621719,District Hospital,544310866,,,Hofmeter Road 1a
Kamden CHC,-27.35928,23.88987,Community Health Clinic,,823091729,,Main Road
Kamieskroon Clinic,-30.212155,17.932767,Clinic,027 6721 619,,,Charlotte Street Kamieskroon
Kanoneiland Satellite Clinic,-28.655693,21.083214,Satellite Clinic,544911412,,,"Mainroad,Kanoneiland"
Karos Satellite Clinic,-28.42214,21.61318,Satellite Clinic,547510095,,,Clinic Street
Kathu Clinic,-27.69762,23.05101,Clinic,537232010,822943397,,Frikkie Meyer Avenue
Keimoes CHC,-28.70541,20.95593,District Hospital,0544611004/5,,,Main Street
Keimoes Clinic,-28.701159,20.960197,Clinic,544616400,,,"Protea Avenue, Keimoes"
Kenhardt CHC,-29.353564,21.157458,Community Health Clinic,546510077,,,Booysen Street
Kenhardt Clinic,-29.34135,21.16004,Clinic,054 651 0077,,,Langstreet
Keurtjieskloof Clinic,-30.012446,24.730801,Clinic,053 664 0030,,,Lelie Street
Kharkams/Garagams Clinic,-30.37007,17.88799,Clinic,276822043,,,Kerk Street
Kholekile Edward Twani Clinic,-30.661698,24.027065,Clinic,053 631 01 07,,,Street 8 Nonzwakazi
Kimberley City Clinic,-28.745344,24.763151,Clinic,538306618,828589857,,Cornerbuildtfontein &Lawsonstreet
Kimberley Hospital,-28.745511,24.7724,Tertiary Hospital,538022124,832558866,williamsh@ncpg.gov.za,150 Dutoitspan Road Kimberley
Klein Mier Satellite Clinic,-26.738741,20.27786,Satellite Clinic,,762368349,,
Komaggas Clinic,-29.796881,17.487627,Clinic,278211004,829574541,,09 Willew Van Der Heever Street
Kuruman Clinic,-27.45969,23.44261,Clinic,537128100,,,"Main Street,Kuruman"
Kuruman Hospital,-27.46592,23.42663,District Hospital,537128100,793182613,kdijong@kur.ncape.gov.za,"Hoof Street,"
Kuyasa Clinic,-30.723518,25.11341,Clinic,051 753 2163,072 272 9623,,Tutuse Street
Laxey Clinic,-26.72244,23.16697,Clinic,537752280,725834418,,Laxey Village
Leerkrans Satellite Clinic,-28.407567,21.52425,Satellite Clinic,547510090,,,Clinic Street
Lehlohonolo Adams Clinic,-29.06871,23.7772,Clinic,532984871,,,Monyatsi Street
Lekkersing Clinic,-29.001286,17.100601,Satellite Clinic,278518509,,,"201 Cloete Street,"
Leliefontein Clinic,-30.314756,18.082895,Clinic,027 6721 638,,,54 Alexander Street Leliefontein
Lennertsville Clinic,-28.7522,20.99551,Satellite Clinic,544640197,,,Kerkstraat 162
Lingelethu Clinic (Pabalello),-28.438733,21.215518,Clinic,543313467,798786667,,60 Kingstreet
Ma-Doyle Clinic,-28.717405,24.736665,Clinic,538744738,761231415,,"Langstreet, Galeshewe"
Loeriesfontein CHC,-30.964031,19.443687,Community Health Clinic,276621096,732054540,,Hospital Street
Loeriesfontein Clinic,-30.948355,19.434753,Clinic,027 662 1194,,,Bree Straat 24
Logobate Clinic,-27.18022,23.40793,Clinic,,718566125,,
Longlands Clinic,-28.463051,24.362918,Clinic,053862 request 803 longlands,,,
Loopeng CHC,-26.79602,23.35159,Community Health Clinic,537752133,794935794,,Slough Village
Louisvaleweg Clinic,-28.476519,21.268287,Clinic,543340281,825556191,,Louisvale Weg
Lowryville Clinic,-30.709284,25.102467,Clinic,051 753 1538,082 4584 852,,Olivia Single Lowryville Colesberg
Loxton Clinic,-31.475597,22.352484,Clinic,0533 813115,,,Mark Street
Lutzburg Satellite Clinic,-28.74676,20.629985,Satellite Clinic,544310747,,,"Kremetartstreet 163, Lutzburg"
Manne Dipico (Colesberg) Hospital,-30.73001,25.08956,District Hospital,051 753 9300,082 688 7532,awessels@ncgp.co.za,Stasie Road Colesburg 9795
Manyeding Clinic,-27.49575,23.68566,Clinic,,834023897,,Manyeding Village
Mapule Matsepane Clinic,-28.710247,24.725955,Clinic,53871118,,,27 Dinokwane Street
Marchand Satellite Clinic,-28.732165,20.50158,Satellite Clinic,544410088,721089320,,"Salie Street 208, Marchand"
Maruping Clinic,-27.347136,23.367019,Clinic,537741726,,,"Main Street, Maruping"
Marydale Clinic,-29.406142,22.10211,Clinic,548710039,824124414,,"Draghoender Str, Marydale"
Masakhane Clinic,-28.701975,24.733245,Clinic,538711642,790391268,,"Masakhane Clinic, 13290 Thutlo Street, Bloemanda"
Masibambane Clinic,-30.434272,24.474213,Clinic,053 665 0102/3,076 3804 073,,Str 4 Philipstown
Mataleng Clinic,-28.53421,24.50485,Clinic,,845467975,,Clinic Road
Matjieskloof Clinic,-29.670731,17.867211,Clinic,277121072,,,Kotze Street
Mecwetsaneng Clinic,-27.31091,23.67563,Clinic,537751255,824312374,,Mecwetsaneng Village
Melkbosrand Satellite Clinic,-28.77025,19.26917,Satellite Clinic,,837635453,,Melkbosrand Onseepkans
Metsimansti Wyk 3 Clinic,-26.941373,23.166325,Clinic,53773,746150236,,
Montana Clinic,-30.646067,24.028899,Clinic,053 632 9100,073 263 9851,,Amaudle Street
Nababeep CHC,-29.59271,17.78176,Community Health Clinic,027 713 8360,,,Hill Street
Nanqo Simon Zono Clinic,-30.700217,25.097754,Clinic,049 843 1837,,,Maqungu Street
Niekerkshoop Clinic,-29.323373,22.839804,Clinic,533540627,,,Patrys Straat 343
Nieuwoudtville Clinic,-31.365886,19.117112,Clinic,027 218 1349,,,Lieliestraat P/S X1
Nomimi Mothibi Clinic,-27.774079,24.693848,Clinic,539961160,,,
Norvalspont Clinic,-30.629013,25.451862,Clinic,051 7555 056,074 164 3080,,Main Street
Noupoort (Fritz Visser) CHC,-31.17565,24.951904,Community Health Clinic,049 843 1447/8/9,,,Pienaar Street
Okiep Clinic,-29.59969,17.88336,Clinic,277218321,849572724,,Hoofweg 72 Okiep
Olierivier Satellite Clinic,-28.55493,23.58663,Satellite Clinic,538022124,832558866,,Farm
Olifantshoek CHC,-27.943953,22.735498,Community Health Clinic,533310199,735316189,,Korrannabergweg No.09
Onseepkans Clinic,-28.77292,19.2704,Clinic,054 951 0023,073 854 5785,,R.Cmission Onseepkans
Orania Clinic,-29.810608,24.416556,Clinic,"053 664 0030, 053 207 0072",,,Gannabos Single Orania
Padstow Clinic,-26.82447,23.20404,Clinic,537731310,763621919,,Tlrisano Shop Street
Pako Seboko Clinic,-27.4196,23.00604,Clinic,,834487630,,
Pampierstad CHC,-27.779241,24.689088,Community Health Clinic,539961858,823118110,,3138 Pampierstad
Pella Clinic,-29.03291,19.15453,Clinic,549710004,,,"227 Jacaranda Street,"
Penryn Clinic,-26.88016,23.06688,Clinic,537731258,720238733,,
Prieska (Bill Pickard) Hospital,-29.667583,22.740798,District Hospital,533532037,849992531,,Coetzee Street
Prof ZK Matthews Hospital,-28.540049,24.514441,District Hospital,535319400,,jreachable@ncpg.gov.za,
Springbok (Dr Van Niekerk) Hospital,-29.661243,17.881633,District Hospital,987655443,987654321,,57 Warrr
Tshwaragano Hospital,-27.3067,23.34494,District Hospital,537741780,824999012,asejako@kur.ncape.gov.za,"Main Tsineng Road,Batlhoras"
Warrenton Hospital,-28.106225,24.858788,District Hospital,534973146,,,Hospital Street
West End TB Hospital,-28.736995,24.722972,Specialised TB Hospital,053 861 3911,,egoeieman@ncpcg.gov.za,121 Green Street
AfriSam Clinic,-26.19,26.16,Clinic,186370097,749385352,,Dudfield Farm
Agisanang Clinic,-26.558853,25.82337,Clinic,186840751,,,212 Agisanang
Alabama Clinic,-26.872722,26.587665,Clinic,184675009,824873134,,65 Alex Street Alabama
Amalia Clinic,-27.250309,25.030672,Clinic,539640672,,,515 Thaga Street Amaila
Anna Legoale Clinic,-25.57,27.27,Clinic,122701881,722464770,,"Nelson Mandela Drive,"
Atamelang CHC,-26.502977,25.36858,Community Health Clinic,0183342295/6 0183343082,183343082,pmoaneno@nwpg.gov.za,1st Av Atamelang
Austrey Clinic,-26.46701,24.18114,Clinic,,798942343,,Austrey Clinic Next To Kgosi Thebe School
Bafokeng CHC,-25.560266,27.156116,Community Health Clinic,145664720,722770721,,Phokeng Village Nect To Royal Palace
Bakerville Clinic,-26.14,26.29,Clinic,,072 586 4678,,
Bakubung Clinic,-25.35734,27.05199,Clinic,145513904,722674297,,Not Given
Baleema Clinic,-25.225276,26.942988,Clinic,145130013,,,E552 Pheseke Section
Bapong CHC,-25.703567,27.678047,Community Health Clinic,122541237,722423242,,Bapong Skool Plaas
Bapong Clinic,-25.31256,26.84421,Clinic,,835447063,,Not Given
Bethanie Clinic,-25.550398,27.601819,Clinic,122600600,723276078,,0448 Bethnie Road
Bloemhof CHC,-27.64678,25.60798,Community Health Clinic,0534331146/1523,834654654,,"26 Tullekin Street,"
Blydeville 2 Clinic,-26.180947,26.160376,Clinic,186320790,846621768,,"Blosso Street, 22 Lichtenburg"
Blydeville Clinic,-26.188653,26.159064,Clinic,,723082211,,"Jakaranda Street, Blydevik"
Bodibe 1 Clinic,-26.067189,25.847155,Clinic,183389121,795753767,,Rakgolo Bodibe
Bodibe 2 Clinic,-26.076352,25.880608,Clinic,018 383 9147,076 780 7169,,
Boikanyo Clinic,-25.06694,26.94953,Clinic,014 5061012,835445530,,Morokologadi Section
Boikhutso Clinic,-26.179083,26.143277,Clinic,186348038,,,706 Khudu
Boikhutso Satellite Clinic,-26.22523,26.8166,Satellite Clinic,182643251,,,Village
Boikhutsong Satellite Clinic,-26.18647,26.90714,Satellite Clinic,188642197,731813232,,
Boiki Thlapi CHC,-26.717884,27.056361,Community Health Clinic,182953352,,,144453 Rata Steet
Boitekong CHC,-25.616731,27.315676,Community Health Clinic,,799388976,,Stand No.15975 Extension 13
Boitekong Clinic,-25.613452,27.3142,Clinic,145974940,823529320,,3261 Extension 2 Boitekong
Boitshoko Clinic,-26.051593,25.853475,Clinic,,726000173,,Meetmekaas
Boitumelong Clinic,-27.64143,25.57177,Clinic,053 433 1736,082 671 4525,mphomela@nwpg.gov.za,927 Phuduhudu Street Bloemhof
Bonabona Clinic,-26.23521,23.538796,Clinic,,716803833,,Near Bona Bona Primary School
Bophelo Clinic,-27.178729,26.112643,Clinic,185986636,840696614,,129 Mokwatsi Str Witpoort
Borakalalo CHC,-25.283123,25.915487,Community Health Clinic,183659920,731460449,,
Borolelo Clinic,-25.629948,26.676795,Clinic,791958142,791958142,,316 Sesika Street Borolelo
Boskop Health Post,-26.58149,27.12048,Health Post,,761636035,,Carltonville Road
Bosplaas Clinic,-25.319138,28.249841,Clinic,127100316,795057525,,Plot 379 Bosplaas
Botshabelo CHC,-26.854532,26.846289,Community Health Clinic,184891953,734703493,,5707 Lekoma Street
Brakkuil Clinic,-25.25494,26.48267,Clinic,145534040,834041904,,Mokwena Section
Braklaagte Clinic,-25.386549,26.092993,Clinic,183510400,837497916,,Goo Nonyane Section
Bray CHC,-26.51763,24.109,Community Health Clinic,539370007,,kmosimanewapula@nwpg.gov.za,Paddon Road
Broederstroom Clinic,-25.793951,27.857026,Clinic,,732458495,dhlam.mpule@gmail.com,Broederstroom Next To Angiro Chicken Farm
Buxton Clinic,-27.62584,24.636535,Clinic,,796976328,,Near Parks Board
Chaneng Clinic,-25.413199,27.124579,Clinic,,823411829,,
Charon Clinic,-27.191449,25.307247,Clinic,539637354,826363070,,"1152 Cnr Billey And School Street, Charon"
Christiana Town Clinic,-27.914311,25.154196,Clinic,053 441 3953/56,082 313 5222,eoliphant@nwpg.gov.org,Municipality Building Christiana
Classic House Clinic,-25.68,27.21,Clinic,145919300,736598528,,148 President Mbeki Drive
Cokonyane Clinic,-27.484946,24.802376,Clinic,,725864233,,Cokonyane Clinic Next To The Taung Station
Coligny CHC,-26.330778,26.324438,Community Health Clinic,186731635,828829008,kmanoa@nwpg.gov.org,"14 Eeufees Laan, Coligny"
Colridge Clinic,-26.95015,24.73919,Clinic,539272180,,,"25 A Skool Street, Colridge"
Coverdale Clinic,-27.63577,25.5896,Clinic,534331751,824721221,,"2198 Buis Street, Coverdale"
Cyferkuil (Kutloanong) CHC,-25.079516,28.233501,Community Health Clinic,147380025,795092742,,1 Mkhondo And Main Street
Damonsville Clinic,-25.624966,27.851323,Clinic,122430035,,,Corner Veronica And Jasmine Street
David Katnagel Clinic,-25.11324,26.524161,Clinic,,,,No Details Given
Delareyville CHC,-26.687765,25.465075,Community Health Clinic,05394809301/1,725549411,neluhenim@nwpg.gov.za,Noi Soet Doringlaan
Delareyville Clinic,-26.689759,25.459903,Clinic,539480075,833819095,,33 Du Toit Str
Delekile Khoza Clinic,-26.738111,26.417082,Clinic,1,1,,1
Dertig (Leseding) Clinic,-25.283943,28.23857,Clinic,127168957,,,
Dikebu (Sediane) Clinic,-25.193025,27.969059,Clinic,,716738666,,352 Block B Dikebu
Dinokana CHC,-25.446617,25.869032,Community Health Clinic,183463901,0723282621 / 0832379068,,Lobatse Road Dinokana Village
Dinokana Clinic,-25.444662,25.864362,Clinic,183643904,737509819,,
Disaneng Clinic,-25.800509,25.297233,Clinic,183620004,732075542,,
Dithakong (Mafikeng) Clinic,-25.968337,25.629709,Clinic,018 390 0453,079 147 0103,,Dithakong Near Zondies Shop
Driefontein Clinic,-25.143211,25.974013,Clinic,018 365 9020,072 042 5670,,
Dryharts Clinic,-27.32757,24.72465,Clinic,539951147,0796978187/0836881321,,
Dwarsberg Clinic,-24.938402,26.61744,Clinic,145533982,762415619,,Eiso Sora Section
Eckron Clinic,-26.80719,23.76479,Clinic,716803837,716803837,,"Madinonyane Village , Near Anglican Church"
Elandskuil Clinic,-25.073528,26.819582,Clinic,,834263210,,Stand No Elandskuil
Empilisweni Clinic,-26.887923,26.603737,Clinic,184655590,844191184,,13535 Ext 11 Morokapule Drive Jouberton
Fafung Clinic,-25.20833,27.80433,Clinic,,714087572,,Fafung Clinic Next To Dankie Store
Ga-Motla Clinic,-25.617295,27.944123,Clinic,127056320,825360532,,Sekoleng Street
Ga Motlatla Clinic,-26.075152,26.569276,Clinic,145433605,825519583,,"Kr8/2, Ga Motlala"
Ganalaagte Clinic,-26.471135,25.536652,Clinic,837040676,837040676,,General Delarey Street
Ganyesa CHC,-26.5875,24.17605,Community Health Clinic,539983341,733082719,,Chief Block Section
Gelukspan Gateway Clinic,-26.20149,25.60216,Clinic,183361003,836351357,,Gelukspan Hospital
Glaudina Clinic,-27.041055,25.621381,Clinic,539650504,730601103,,380 Glaudinia Schweizer Reneke
Goedgevonden Satellite Clinic,-26.15957,26.89828,Satellite Clinic,188642197,731813232,,
Gopane Clinic,-25.318093,25.795523,Clinic,018 366 0000,,,Private Section
Grace Mokgomo CHC,-26.956316,26.635105,Community Health Clinic,184761141,834646260,,Katleho And Khumalo Corner Street
Groot Marico Clinic,-25.599674,26.419053,Clinic,145030651,845846330,,12 Voortrekker Str Grootmarico
Hartebeesfontein Clinic,-25.436028,27.510876,Clinic,0122701164/5,784011355,,993 Main Street Lethabong
Hartebeespoort Clinic,-26.59,23.68,Clinic,012 253 1177/2075,073 218 8928,,Non Given
Hebron Clinic,-25.550582,28.016405,Clinic,,767579944,,Not Given
Hoekfontein (Mmakau) Clinic,-25.61569,27.94406,Clinic,127033201,825180843,,None Gven
Huhudi CHC,-26.974269,24.739387,Community Health Clinic,0539270578/71,,,"2659 Mosiapoa Street, Huhudi"
Ikhutseng (Klipgat) Clinic,-25.451679,27.97006,Clinic,127079057,790489775,,1651 B Klipgat
Ipelegeng Clinic,-27.19632,25.30646,Clinic,053 963 7306,,,806 Cedar Street
Ipopeng Clinic,-24.944337,27.088997,Clinic,147862910,835422870,,Mogalese
Itekeng Clinic,-26.36164,25.909359,Clinic,186530003,739414152,,
Itsoseng CHC,-26.082264,25.88446,Community Health Clinic,183381205,732616645,kmanong@nwopg.gov.za,
Itsoseng Clinic,-26.076352,25.880608,Clinic,183382496,827727784,,"No:8 Itsoseng, Zone 1"
JB Marks CHC,-26.319662,26.812069,Community Health Clinic,182642197,760669579,,3252 Phujwa-Ditswaba Street
Jericho Clinic,-25.326557,27.802596,Clinic,127291036,,,4001 Selosecha Section
Jouberton CHC,-26.896004,26.606242,Community Health Clinic,184653157,840812938,,Ccorner 18th Ezibhedleni
Kana Clinic,-25.573022,27.303206,Clinic,781325414,078 534 9266,,
Kanana Clinic,-26.964024,26.63919,Clinic,184762125,738748277,,Corner Tau Essep Pahad Street
Karlien Park Clinic,-25.62,27.24,Clinic,145903870,823534706,,Corner Phlox And Saxwille Street
Kgabalatsane Clinic,-25.53572,27.95809,Clinic,127080178,769542492,,697 Phiring Section
Kgakala Clinic,-27.219969,26.262584,Clinic,185813515,824426336,,199 Leboya Street
Kgokgojane Clinic,-26.75117,23.97976,Clinic,,798942338,,Kgokgojane Village
Kgokgole Clinic,-26.71547,23.92194,Clinic,798942337,798942337,,Kgokgole Clinic
Kgomo-Kgomo Clinic,-25.156773,28.071951,Clinic,,828571382,,310 Riverside Block
Kgomotso Clinic,-27.97852,24.60855,Clinic,534570011,,,
Kgotso Clinic,-26.352577,27.12989,Clinic,,795023365,mmeliebenberg@teljomsa.net,Rysmier
Khayakulu Clinic,-25.107805,26.65471,Clinic,145010002,,,Stand 1 Mission Section
Khudutlou Clinic,-27.66322,25.05277,Clinic,730979457,796974432,,Khudutlou Next To Bagamaidi Primary School
Khuma Clinic,-26.845544,26.858976,Clinic,184891062,,,Stand 02 C/N Tsietsi Seakwa & Popo-Molefe
Khunotswana Clinic,-25.570857,25.826867,Clinic,018 642 1033,078 062 5695,,Khunotswenae Clinic
Klerksdorp Youth Centre,-26.87821,26.6298,Clinic,184652019,834034892,,Corner Benjiolifant Road Jouberton
Koedoesrand Clinic,-25.24776,26.668933,Clinic,145050035,839753062,,"Kgosing Section, Matau Village"
Koffiekraal Clinic,-25.284089,26.417168,Clinic,145070012,835450115,,
Kokoana Clinic,-26.044463,23.48822,Clinic,798942341,798942341,,Kokoano Clinic
Kokomeng Clinic,-27.62815,25.04541,Clinic,,796974255,,Main Road Kokomeng
Kopela Clinic,-26.42409,25.525156,Clinic,,836246887,moheta@lantic.net,Kb 089 Kopela
Koster Gateway Clinic,-25.856163,26.893193,Clinic,145432726,,,"Noord Street, Koster"
Kraaipan Clinic,-26.273671,25.305365,Clinic,,0837040673/08342952818,,
Kraalhoek Clinic,-24.915526,27.077418,Clinic,147262912,836936500,,
Kudunkgwane Clinic,-26.42286,24.40456,Clinic,,788018339,,"Kudunkgwane , Near Primary School"
Kunana Clinic,-26.372719,25.329752,Clinic,,837040685,,Khunwana Village
Lebotloane Clinic,-25.049362,27.932871,Clinic,,828571384,,3069 Zone 3
Leeudoringstad CHC,-27.235436,26.237103,Community Health Clinic,185812107,837850416,pmontosi@gmali.com,63 Smuts Street Leeudoringstad 2640
Lefatlheng Clinic,-25.15,28.12,Clinic,127168666,820785165,,Lefatlheng Village
Legkraal Clinic,-25.132709,27.051491,Clinic,145563900,839896620,,House 236 Raphiri Section
Lehurutshe Clinic,-25.48322,25.963008,Clinic,018 363 3411,083 774 3118,,Motlhage Street
Lekgophung Clinic,-24.806954,26.023532,Clinic,183530902,784088030,,Rural Area
Lekoko CHC,-25.930144,25.502942,Community Health Clinic,183870900,,,Lekoko Village Near Lekoko Primary School
Lesego Clinic,-26.728948,27.053393,Clinic,182956002,,,6119 Maaanoganye Str
Lesetlheng Clinic,-25.15207,27.12183,Clinic,145563996,,,Not Given
Leshobo Clinic,-27.47999,24.69791,Clinic,,796973653,,Leshobovill Near Leshobo Middle School
Letlhabile CHC,-25.486949,27.842306,Community Health Clinic,122510774,824471367,none823891974@vodamail.co.za,1069 Block A
Letlhakeng Clinic,-25.14744,26.71169,Clinic,014 5150025,,,Tshethlong Str
Letsopa Clinic,-26.805658,25.982564,Clinic,185713052,,,Stand 3704 Letsopa
Lichtenburg Fast-Lane Clinic,-26.167639,26.162792,Clinic,018 632 4059,082 898 3542,,"47 Cosmos Gebou, Melville Street"
Lichtenburg Municipal Clinic,-26.150835,26.159391,Clinic,186320792,,,7 Landros Martins Street
Lincoe Clinic,-24.80383,26.996174,Clinic,145061900,,,Tshetllhong Section
Lobatla Clinic,-25.177529,25.83831,Clinic,018 365 9064,073 165 5291,,36 Motladile Secton Lobatla Village
Logageng Clinic,-25.940255,24.692743,Clinic,,0733045826 / 0834196979,,Logageng Village
Lokaleng Clinic,-25.781409,25.56996,Clinic,,727302456,,Lokaleng Village Near Lokaleng Primary
Lonely Park Clinic,-25.734796,25.66252,Clinic,183861112,785783752,,Next To Kings Tavern
